USERID,Timestamp,Age,Industry,Job title,Salary,Compensation,Currency,Country,State,City,Overall years of experience,Years of experience in current job,Education level,Gender
7958,4/27/2021 20:59:17,45-54,Manufacturing ,Accounting Manager,78500,5000,USD,Usa,Ohio,Cincinnati ,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman
7430,4/27/2021 21:00:09,25-34,Health care,Sr. Process Improvement Coach,138000,0,USD,USA,Georgia,Atlanta,8 - 10 years,8 - 10 years,College degree,Woman
2392,4/27/2021 21:01:33,25-34,Nonprofits,Human Resources Generalist,65000,1000,USD,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman
11977,4/27/2021 21:01:54,35-44,Utilities & Telecommunications,Product Counsel,150000,25000,USD,USA,Colorado,Denver,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman
11465,4/27/2021 21:01:59,45-54,Education (Higher Education),professor,70000,10000,USD,United States,Washington,Yakima,11 - 20 years,11 - 20 years,PhD,Woman
838,4/27/2021 21:02:15,25-34,"Accounting, Banking & Finance",Director of Operations,60000,500,USD,USA,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman
3336,4/27/2021 21:02:36,35-44,Insurance,Senior Account Manager,95000,1000,USD,United States,Ohio,Cleveland,11 - 20 years,8 - 10 years,College degree,Woman
10459,4/27/2021 21:02:41,25-34,Nonprofits,Fundraising Coordinator,53000,0,USD,USA,Nevada,Las Vegas,8 - 10 years,2 - 4 years,College degree,Woman
10309,4/27/2021 21:02:46,35-44,Agriculture or Forestry,Veterinary Technician,50000,5000,USD,United States ,Maryland,Baltimore,11 - 20 years,11 - 20 years,College degree,Woman
11937,4/27/2021 21:03:07,45-54,Health care,RN,55000,2000,USD,USA,Idaho,Idaho  Falls ,21 - 30 years,21 - 30 years,College degree,Woman
3021,4/27/2021 21:03:36,55-64,Computing or Tech,Systems Architect,133151,540,USD,US,Massachusetts,Boston Area,31 - 40 years,31 - 40 years,Master's degree,Woman
10874,4/27/2021 21:03:39,35-44,Insurance,"Manager, Operations ",78000,10000,USD,United States ,Connecticut,Hartford ,11 - 20 years,11 - 20 years,College degree,Woman
2738,4/27/2021 21:03:43,45-54,Nonprofits,Communications and Development Director,70000,0,USD,United States,New York,Saranac Lake (it's a small town!),31 - 40 years,11 - 20 years,College degree,Woman
6912,4/27/2021 21:03:46,35-44,Insurance,"Manager, Operations ",78000,10000,USD,United States ,Connecticut,Hartford ,11 - 20 years,11 - 20 years,College degree,Woman
10862,4/27/2021 21:05:23,35-44,Nonprofits,Chief Development Officer,85000,0,USD,United States,Florida,Fort Pierce,11 - 20 years,11 - 20 years,Master's degree,Woman
4162,4/27/2021 21:05:39,25-34,Education (Higher Education),Assistant Director of Admissions,50000,0,USD,United States,California,Torrance,11 - 20 years,5-7 years,College degree,Woman
2176,4/27/2021 21:05:53,45-54,Computing or Tech,Executive business administrator ,90000,20000,USD,USA ,Washington,Redmond,11 - 20 years,11 - 20 years,High School,Woman
2228,4/27/2021 21:06:53,25-34,Government and Public Administration,Local history librarian,65000,0,USD,US,California,Carmel,5-7 years,5-7 years,Master's degree,Woman
5108,4/27/2021 21:07:29,35-44,Engineering or Manufacturing,Facilities Technician,76968,4200,USD,USA,Texas,Austin,11 - 20 years,8 - 10 years,High School,Prefer Not Answer
9963,4/27/2021 21:08:42,35-44,Business or Consulting,Senior Associate,132000,15000,USD,USA,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,Master's degree,Woman
2636,4/27/2021 21:09:51,25-34,Manufacturing,Senior production technician,50000,2500,USD,U.S.,Texas,Dallas,11 - 20 years,2 - 4 years,High School,Woman
1742,4/27/2021 21:10:53,45-54,Education (Primary/Secondary),Administrative Assistant,50000,200,USD,USA,Texas,Houston,31 - 40 years,11 - 20 years,College degree,Woman
12323,4/27/2021 21:11:53,35-44,Insurance,Manager,75000,10000,USD,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,College degree,Woman
2966,4/27/2021 21:12:01,25-34,"Accounting, Banking & Finance",Audit senior,71000,3000,USD,United States,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman
5555,4/27/2021 21:12:37,65 or over,Computing or Tech,Database Architect ,92000,0,USD,USA,Wisconsin,Madison,31 - 40 years,31 - 40 years,College degree,Man
12834,4/27/2021 21:13:01,35-44,Law,Paralegal ,52000,0,USD,United Sates,Virginia,Norfolk,11 - 20 years,8 - 10 years,College degree,Woman
8614,4/27/2021 21:13:41,35-44,Education (Primary/Secondary),Early Childhood Director,130000,0,USD,US,Massachusetts,Boston,21 - 30 years,21 - 30 years,Master's degree,Woman
9808,4/27/2021 21:13:49,35-44,Nonprofits,Lab manager,49000,0,USD,USA,Oklahoma,Oklahoma City ,11 - 20 years,11 - 20 years,College degree,Woman
4622,4/27/2021 21:14:21,25-34,Health care,nurse,62000,500,USD,US,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman
7905,4/27/2021 21:14:37,35-44,Computing or Tech,Development Manager,145000,5000,USD,USA,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Man
744,4/27/2021 21:14:57,25-34,Computing or Tech,Software Engineer,92000,0,USD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Non-binary
11631,4/27/2021 21:15:19,25-34,Insurance,Client Specialist,66100,3000,USD,United States,Illinois, Chicago,11 - 20 years,5-7 years,College degree,Woman
1156,4/27/2021 21:15:25,25-34,Law,Law Clerk,52000,0,USD,United States,Virginia,Fairfax,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
6238,4/27/2021 21:15:31,25-34,"Marketing, Advertising & PR",Content Strategist ,72000,0,USD,USA,Virginia,Reston,5-7 years,5-7 years,College degree,Woman
10390,4/27/2021 21:15:34,35-44,Insurance,Internal Sales Consultant,67000,12000,USD,United States ,Pennsylvania,Allentown,21 - 30 years,21 - 30 years,College degree,Woman
12630,4/27/2021 21:15:43,35-44,Media & Digital,Senior Managing Editor,135000,0,USD,USA,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman
4826,4/27/2021 21:16:21,35-44,"Accounting, Banking & Finance",Product Manager,128000,14000,USD,US,Virginia,Richmond ,11 - 20 years,11 - 20 years,College degree,Woman
3388,4/27/2021 21:18:34,35-44,Life sciences (not in academia),Data scientist,111000,0,USD,USA,Colorado,Prefer not to answer,11 - 20 years,11 - 20 years,PhD,Woman
2211,4/27/2021 21:19:00,25-34,Computing or Tech,Systems Engineer - Cybersecurity,77459,12000,USD,United States,Arkansas,Bentonville,2 - 4 years,2 - 4 years,College degree,Man
7276,4/27/2021 21:20:14,45-54,Nonprofits,Director of Patron Services,63000,0,USD,USA,Michigan,Ann Arbor,21 - 30 years,21 - 30 years,College degree,Woman
6115,4/27/2021 21:20:24,25-34,Nonprofits,Case manager,47500,3000,USD,USA,New York,Dobbs ferry,2 - 4 years,2 - 4 years,College degree,Woman
1118,4/27/2021 21:20:36,35-44,"Accounting, Banking & Finance",Business Support Manager,79375,3000,USD,United States,Virginia,Richmond,11 - 20 years,11 - 20 years,Some college,Woman
11106,4/27/2021 21:20:58,25-34,Media & Digital,Editor,91000,0,USD,USA,Ohio,Grove City (100% remote),8 - 10 years,5-7 years,Master's degree,Woman
11901,4/27/2021 21:21:06,35-44,Hospitality & Events,General Manager,80000,500,USD,US,Massachusetts,Springfield,11 - 20 years,11 - 20 years,College degree,Woman
12152,4/27/2021 21:22:36,25-34,Biotech,Scientist 1,81950,0,USD,USA,Michigan,Ann Arbor,2 - 4 years,2 - 4 years,PhD,Woman
3944,4/27/2021 21:23:33,35-44,Education (Primary/Secondary),Special Education Teacher,59000,0,USD,United States,Michigan,Kentwood,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
5054,4/27/2021 21:23:41,35-44,"Marketing, Advertising & PR",Marketing Manager,108000,12000,USD,US,Oregon,Portland,11 - 20 years,8 - 10 years,Master's degree,Woman
11811,4/27/2021 21:25:01,45-54,Insurance,Assistant Vice President ,57000,3000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman
10426,4/27/2021 21:26:24,35-44,Medical Technology,"Senior Manager, Sales Operations",133000,23000,USD,USA,Indiana,Batesville,21 - 30 years,8 - 10 years,Master's degree,Woman
11946,4/27/2021 21:26:31,35-44,BioTech,Manager,74000,0,USD,USA,Iowa,Coralville,11 - 20 years,11 - 20 years,College degree,Woman
2194,4/27/2021 21:26:50,35-44,Art & Design,Architect,109000,4000,USD,Us,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman
3471,4/27/2021 21:27:27,45-54,Education (Higher Education),Dean of Library,84000,0,USD,USA,Washington,Too Small,21 - 30 years,11 - 20 years,Master's degree,Woman
9978,4/27/2021 21:27:37,18-24,"Accounting, Banking & Finance",Finance Temp,38105,0,USD,United States,New York,New York,1 year or less,1 year or less,College degree,Woman
835,4/27/2021 21:27:42,25-34,Insurance,Vendor Contract Manager,87000,11000,USD,USA,Oregon,Portland,11 - 20 years,2 - 4 years,Master's degree,Woman
8518,4/27/2021 21:28:11,35-44,"Accounting, Banking & Finance",Tax analyst,60000,0,USD,USA,North Carolina,Raleigh,8 - 10 years,8 - 10 years,College degree,Woman
10978,4/27/2021 21:28:30,35-44,Engineering or Manufacturing,System Engineer Level 2,70000,0,USD,United States,Virginia,Norfolk,8 - 10 years,2 - 4 years,College degree,Man
3277,4/27/2021 21:28:46,35-44,"Accounting, Banking & Finance",Executive assistant ,95000,10000,USD,United states,California,San Francisco ,11 - 20 years,1 year or less,College degree,Woman
3994,4/27/2021 21:29:29,25-34,Social Work,Social Work Supervisor (Care Management),61000,0,USD,USA,New York,Brooklyn,8 - 10 years,5-7 years,Master's degree,Woman
8485,4/27/2021 21:29:39,25-34,Art & Design,Landscape Designer,48000,850,USD,USA,Ohio,Columbus,8 - 10 years,5-7 years,College degree,Man
10659,4/27/2021 21:31:02,25-34,Engineering or Manufacturing,Program manager,120000,15000,USD,Usa,Connecticut,N/a,11 - 20 years,8 - 10 years,College degree,Woman
2050,4/27/2021 21:31:08,25-34,Law,Deputy Public Defender,94000,0,USD,US,Oregon,Salem,5-7 years,5-7 years,Master's degree,Woman
2678,4/27/2021 21:32:02,45-54,Health care,Research Business Specialist,65000,500,USD,United States,Illinois,Oak Brook,11 - 20 years,2 - 4 years,Master's degree,Woman
10713,4/27/2021 21:32:17,25-34,Nonprofits,Senior Policy Analist,61000,0,USD,USA,Illinois,Chicago,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
7315,4/27/2021 21:32:26,25-34,Media & Digital,Staff Writer,86520,0,USD,US,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman
11596,4/27/2021 21:32:34,35-44,Government and Public Administration,Library director,50000,0,USD,Usa,Michigan,Saginaw,11 - 20 years,11 - 20 years,Master's degree,Woman
1074,4/27/2021 21:32:53,45-54,Government and Public Administration,Library director,125000,0,USD,United States of America,Michigan,Metro Detroit,21 - 30 years,21 - 30 years,Master's degree,Woman
3083,4/27/2021 21:32:59,25-34,Health care,Float Pharmacist,145000,2000,USD,USA,Alaska,Anchorage,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
2442,4/27/2021 21:33:02,45-54,Education (Primary/Secondary),Elementary School Principal,68000,4000,USD,USA,North Carolina,Charlotte,21 - 30 years,11 - 20 years,Master's degree,Woman
2134,4/27/2021 21:34:37,25-34,Computing or Tech,Sales Engineer,120000,10000,USD,USA,Florida,Orlando,8 - 10 years,8 - 10 years,Master's degree,Man
7872,4/27/2021 21:35:46,45-54,Property or Construction,Transaction Manager,60000,2500,USD,United States,New Jersey,Chatham,11 - 20 years,2 - 4 years,Some college,Woman
4673,4/27/2021 21:36:22,45-54,Computing or Tech,Systems engineer,90000,5000,USD,Usa,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree,Man
4595,4/27/2021 21:36:51,45-54,Health care,Inside Sales & Sales support,50000,12000,USD,USA,Massachusetts,Boston,21 - 30 years,21 - 30 years,College degree,Woman
5160,4/27/2021 21:37:07,25-34,Health care,Nurse Practitioner ,119000,0,USD,United States,Massachusetts,Worcester ,11 - 20 years,5-7 years,Master's degree,Woman
13044,4/27/2021 21:37:08,25-34,Education (Primary/Secondary),Teacher,42000,0,USD,United States,Kentucky,Louisville ,5-7 years,2 - 4 years,Master's degree,Woman
2242,4/27/2021 21:37:25,25-34,Nonprofits,"Data Analyst, Fundraising",68500,2000,USD,USA,New York,NYC,8 - 10 years,5-7 years,College degree,Woman
9531,4/27/2021 21:37:41,25-34,Computing or Tech,IT consultant,116000,3000,USD,USA,Minnesota,Minneapolis ,11 - 20 years,8 - 10 years,Some college,Woman
1420,4/27/2021 21:37:42,25-34,Government and Public Administration,General Ledger Accountant,55000,2500,USD,United States,Washington,Kent,5-7 years,5-7 years,College degree,Woman
4102,4/27/2021 21:37:56,25-34,Law,Staff Attorney ,80000,0,USD,USA ,Oregon,Portland ,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
1958,4/27/2021 21:38:48,45-54,Health care,"RN, Clin Spec V",85000,10000,USD,US,Virginia,Woodbridge,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman
4423,4/27/2021 21:39:32,25-34,Engineering or Manufacturing,Scientist,105000,15000,USD,United States ,California,Irvine,5-7 years,5-7 years,PhD,Woman
12402,4/27/2021 21:39:38,35-44,"Marketing, Advertising & PR",Associate Creative Director (freelance),135000,22000,USD,US,Washington,Seattle ,11 - 20 years,11 - 20 years,Master's degree,Woman
8867,4/27/2021 21:40:05,35-44,Computing or Tech,Senior Software Engineer ,118560,0,USD,USA,Washington,"Olympia, WA ",11 - 20 years,11 - 20 years,College degree,Man
6122,4/27/2021 21:40:27,25-34,Engineering or Manufacturing,Systems Engineer Staff,125000,5500,USD,US,New York,Syracuse,11 - 20 years,11 - 20 years,Master's degree,Woman
9852,4/27/2021 21:40:56,25-34,Computing or Tech,Product Manager,110000,0,USD,USA,New York,New York,5-7 years,2 - 4 years,Master's degree,Woman
10644,4/27/2021 21:41:28,45-54,Nonprofits,Executive Director,42000,0,USD,USA,Iowa,Des Moines,5-7 years,2 - 4 years,College degree,Woman
4400,4/27/2021 21:41:57,45-54,Health care,Executive Assistant ,85000,13000,USD,USA,Illinois,Chicago ,21 - 30 years,8 - 10 years,College degree,Woman
10732,4/27/2021 21:42:05,45-54,Education (Higher Education),Executive Assistant ,56000,0,USD,USA ,Texas,Corrigen ,11 - 20 years,21 - 30 years,College degree,Woman
977,4/27/2021 21:42:20,18-24,Social Work,Residential Therapist,46500,1500,USD,USA,Massachusetts,Methuen,2 - 4 years,2 - 4 years,Master's degree,Woman
5957,4/27/2021 21:42:29,35-44,Education (Higher Education),Associate professor ,90000,0,USD,Usa,Pennsylvania,Bethlehem,11 - 20 years,11 - 20 years,PhD,Woman
6979,4/27/2021 21:42:31,55-64,Transport or Logistics,Supervisor ,65000,7000,USD,US,Michigan,Detroit ,31 - 40 years,31 - 40 years,Some college,Woman
543,4/27/2021 21:42:51,35-44,"Accounting, Banking & Finance",Administrative Assistant,92500,12000,USD,United States,New York,New York,11 - 20 years,8 - 10 years,College degree,Woman
2214,4/27/2021 21:42:52,35-44,Art & Design,Architect,80000,3000,USD,United States,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman
10059,4/27/2021 21:43:11,45-54,"Accounting, Banking & Finance",Senior Administrative Assistant,72000,0,USD,United States of America,New York,New York,21 - 30 years,21 - 30 years,Some college,Woman
8830,4/27/2021 21:43:19,25-34,Utilities & Telecommunications,Project Manager ,50000,3000,USD,United States,North Carolina,Charlotte,8 - 10 years,2 - 4 years,Some college,Woman
9036,4/27/2021 21:44:33,35-44,Education (Higher Education),Research Strategy and Portfolio Manager,108000,10800,USD,USA,California,Oakland,11 - 20 years,8 - 10 years,Master's degree,Woman
3976,4/27/2021 21:45:03,45-54,Computing or Tech,Data Analyst,133537,0,USD,USA,District of Columbia,Washington,21 - 30 years,5-7 years,College degree,Woman
3064,4/27/2021 21:45:04,25-34,Computing or Tech,QA Assistant Manager,52000,1000,USD,USA,California,Mountain View,5-7 years,2 - 4 years,College degree,Woman
11809,4/27/2021 21:45:56,35-44,Nonprofits,Regional Quality Supervisor ,81000,0,USD,US,Nebraska,Omaha,11 - 20 years,5-7 years,College degree,Woman
599,4/27/2021 21:46:49,35-44,Education (Primary/Secondary),Teacher,49500,2000,USD,U.S.,Arizona,Tucson ,11 - 20 years,11 - 20 years,Master's degree,Woman
2321,4/27/2021 21:47:07,25-34,"Accounting, Banking & Finance",Senior Internal Auditor,100000,8000,USD,USA,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman
8981,4/27/2021 21:47:21,35-44,Education (Primary/Secondary),SAT and ACT Tutor,100000,0,USD,US,New York,New York City Suburbs,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman
13119,4/27/2021 21:48:33,25-34,Computing or Tech,Software Engineer III,151000,20000,USD,USA,California,San Francisco,5-7 years,5-7 years,College degree,Non-binary
9137,4/27/2021 21:48:39,25-34,Law,Legal Assistant,69000,10000,USD,United States,Illinois,Chicago,5-7 years,2 - 4 years,College degree,Woman
2699,4/27/2021 21:49:17,25-34,Insurance,Data Analyst III,77000,5000,USD,United States,Iowa,Des Moines,5-7 years,2 - 4 years,College degree,Woman
12854,4/27/2021 21:49:23,25-34,Health care,Associate Scientist II,74000,5900,USD,USA,Illinois,North Chicago,2 - 4 years,1 year or less,Master's degree,Man
10393,4/27/2021 21:49:36,35-44,"Marketing, Advertising & PR",Events manager,90000,0,USD,United States,North Carolina,Raleigh,11 - 20 years,5-7 years,Master's degree,Woman
5644,4/27/2021 21:50:31,35-44,Insurance,Utilization Management Manager,75000,1000,USD,USA,Michigan,O,11 - 20 years,11 - 20 years,College degree,Woman
5222,4/27/2021 21:50:56,25-34,Health care,Physical therapist ,78000,0,USD,United States,New Mexico,Albuquerque ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
10452,4/27/2021 21:51:00,35-44,Education (Higher Education),Regional Associate,65000,0,USD,US,Ohio,Canton,11 - 20 years,11 - 20 years,Master's degree,Woman
7720,4/27/2021 21:52:03,25-34,Media & Digital,Multimedia Developer,80000,0,USD,US,District of Columbia,Washington ,5-7 years,2 - 4 years,Master's degree,Woman
9320,4/27/2021 21:52:10,45-54,Government and Public Administration,Associate Director of Public Health Program,135000,0,USD,USA,New York,Albany,21 - 30 years,21 - 30 years,Master's degree,Woman
561,4/27/2021 21:52:18,25-34,"Leisure, Sport & Tourism",Director ,55000,5000,USD,USA,Oregon,Portland,5-7 years,5-7 years,College degree,Woman
